"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Argopecten levicostatus.3";-4.43081679884332;-0.693147180559945;-0.287682072451781;-0.287682072451781;0.405465108108164;-1;0;0;1;16
"Argopecten mendenhalli";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Argopecten percarus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Argopecten purpuratus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Argopecten uselmae";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Argopecten ventricosus.2";-3.46573590279973;-0.693147180559945;0;0;NA;-1;0;0;0;16
"Arossia glyptopoma";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Astarte alaskensis.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;-0.693147180559945;NA;-1;-1;-1;1;16
"Astarte concentrica";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Astarte galeotti";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astarte hakodatensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astarte incerta";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Astarte mutabilis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astarte obliquata";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Astarte symmetrica";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astarte undulata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astarte vaughani";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Asterosmilia profunda";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Astraea brevispinum";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Astraea tuber";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Astraea venezuelana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astralium brevispina";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Astralium sublongispina";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Astrea curta.1";-2.7408400239252;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;16
"Athleta ficulina";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Atrina fragilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Atrina serrata.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Babylonia spirata";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Barbatia barbata.3";-3.88156379794344;-0.405465108108164;0;0;-0.693147180559945;-1;0;0;0;16
"Barbatia bistrigata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Barbatia cancellaria";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Barbatia candida";-3.27714473299218;0;NA;NA;NA;0;NA;NA;0;16
"Barbatia fusca";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Barbatia inusitata.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Barbatia islopa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Barbatia modiolida";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Barbatia modioloides";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Barbatia tenella";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;16
"Bathyarca pectenculoides";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bicorbula tjiguhanensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bittium reticulatum";-4.17438726989563;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Bittium samaranganum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bivetiella dariena.3";-4.43081679884332;0;-1.09861228866811;-1.38629436111989;-0.693147180559946;0;-1;-2;1;16
"Bivetopsia moorei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bolinus brandaris";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Bolma castrocarensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bolma fimbriata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bolma granosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bolma meynardi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bolma rugosa.1";-3.72569342723665;0;NA;NA;NA;0;NA;NA;0;16
"Borelis costulatus";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Borelis haueri";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Borelis melo";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Borelis pygmaeus";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Borelis reicheli";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Bornia tacaguana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bostrycapulus aculeatus";-3.27714473299218;0;NA;NA;NA;0;NA;NA;0;16
"Bothrocorbula viminea.2";-3.72569342723665;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;1;16
"Bracebridgia deformis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Brissus carinatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Brissus latecarinatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Brotia oppenoorthi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Bulimina aculeata";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Bulla ampulla";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Bulla punctulata";-4.43081679884332;-1.09861228866811;NA;NA;NA;-1;NA;NA;1;16
"Bulla striata";-3.16758253048065;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Buridrillia panarica";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Bursa grayana.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Bursa rugosa.3";-3.09104245335832;0;0.405465108108164;0;1.09861228866811;0;1;0;0;16
"Bursa scrobilator";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Busycon contrarium";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Busycon incile";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Busycon maximum";-3.30810695859614;1.09861228866811;NA;NA;NA;1;NA;NA;1;16
"Busycotypus incile";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Caecum mammillatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Caecum marense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Caecum tomaculum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma caribbeanum";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Calliostoma conulus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma curucutianum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma granulatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma gualterianum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma ikebei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma laticarinatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma mancinella";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma olssoni.2";-4.43081679884332;-0.693147180559945;0;-0.693147180559945;NA;-1;0;-1;1;16
"Calliostoma opisthostenus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma puntagordanum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calliostoma zizyphinum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Callista chione.1";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Callithaca adamsi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Callucina keenae";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Callumbonella paolucciae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calophos plicatile";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Calophos plicatilis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Calotrophon ostrearum";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Calyptraea centralis.3";-2.7408400239252;1.09861228866811;1.79175946922805;0.182321556793955;1.09861228866811;1;2;1;0;16
"Calyptraea chinensis.1";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;16
"Calyptraea renovata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cancellaria anomoia.3";-4.43081679884332;0;-0.693147180559945;-0.693147180559945;0;0;-1;-1;1;16
"Cancellaria arnoldi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cancellaria asperella";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Cancellaria decussata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cancellaria obesa";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Cancellaria penita";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cancellaria petiti.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Cancellaria urceolata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cancellaria ventricosa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cancilla flammea.1";-4.21950770517611;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;0;16
"Cancilla scrobiculata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cardiolucina katherinepalmerae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cardiomya distira.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Cardiomya islahispaniolae.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Cardita chamaeformis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Carditamera arata.1";-3.46573590279973;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;16
"Carditamera gracilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cardium tuberculatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Carolinapecten eboreus";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Carpenteria proteiformis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Caryocorbula conradi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Caryocorbula oropendula.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Caryocorbula ovulata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Caryophyllia clavus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Caryophyllia felsinea";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cassidulina subglobosa";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cassis altispira.2";-3.30810695859614;1.09861228866811;0.405465108108165;1.09861228866811;NA;1;0;1;1;16
"Cassis flammea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cassis madagascariensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cassis sulcifera.2";-4.43081679884332;0;0;-0.693147180559945;NA;0;0;-1;1;16
"Caulastrea portoricensis.1";-2.78809290877575;0.287682072451781;1.38629436111989;NA;NA;1;2;NA;0;16
"Cavilinga scaldensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Cavilinga trisulcata";-2.9338568698359;1.6094379124341;NA;NA;NA;1;NA;NA;0;16
"Cellana sagittata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cellaria fistulosa.1";-4.43081679884332;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;1;16
"Celleporaria albirostris";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Celleporaria brunnea.1";-4.21950770517611;0;0;NA;NA;0;0;NA;0;16
"Celleporaria parvula";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerastoderma edule.3";-3.46573590279973;0.405465108108164;0.405465108108164;0.405465108108164;0.405465108108164;1;1;1;0;16
"Cerithidea cheribonensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithidea jenkinsi.1";-3.30810695859614;1.09861228866811;0.405465108108165;NA;NA;1;0;NA;1;16
"Cerithidea sucabumiana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithidea tegalensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium bioekense";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium crenatum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium dominicense.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Cerithium europaeum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium italicum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium litteratum";-4.17438726989563;0;NA;NA;NA;0;NA;NA;0;16
"Cerithium microlineatum.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Cerithium obesum.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Cerithium varicosum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cerithium vulgatum.3";-4.58496747867057;-0.693147180559945;-0.693147180559945;0;-0.693147180559945;-1;-1;0;0;16
"Chama congregata.1";-3.16758253048065;0.510825623765991;1.20397280432594;NA;NA;1;2;NA;0;16
"Chama frondosa";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Chama involuta.2";-3.72569342723665;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;1;16
"Chama macerophylla";-4.40060302024682;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;16
"Chama pellucida";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chama placentina.1";-4.43081679884332;-0.693147180559945;0;NA;NA;-1;0;NA;1;16
"Chamelea krigei";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Chamelea rogersi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Chamelea schwarzi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Characodoma contractum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Charonia variegata.2";-4.21950770517611;0;0;0;NA;0;0;0;0;16
"Cheilea equestris.2";-3.30810695859614;1.09861228866811;1.09861228866811;1.79175946922805;NA;1;1;2;1;16
"Chesaconcavus proteus.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Chesaconcavus tamiamiensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chesapecten jeffersonius";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Chesapecten madisonius.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chicoreus articulatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chicoreus brevifrons.1";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;16
"Chicoreus cornurectus.2";-3.72569342723665;-0.405465108108164;0;0;NA;-1;0;0;1;16
"Chicoreus domingensis.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;-0.693147180559945;NA;-1;-1;-1;1;16
"Chicoreus formosus.1";-4.43081679884332;0;0;NA;NA;0;0;NA;1;16
"Chione cancellata.2";-2.72129542785223;0.22314355131421;1.32175583998232;1.32175583998232;NA;1;2;2;0;16
"Chione compta";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chione erosa";-3.30810695859614;1.09861228866811;NA;NA;NA;1;NA;NA;1;16
"Chione hendersoni.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Chione pailasana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chione securis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Chione undatella";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Chionopsis woodwardi.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Chlamys angelonii.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys bollenensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys corteziana";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Chlamys cosibensis.1";-3.30810695859614;0;-0.693147180559945;NA;NA;0;-1;NA;1;16
"Chlamys hupeanus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys latissima";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys opuntia";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys pesfelis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Chlamys prototranquebaricus";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Chlamys scabrellus.3";-4.43081679884332;-1.09861228866811;-0.405465108108165;-0.405465108108165;-0.405465108108165;-1;0;0;1;16
"Chlamys senatoria.2";-4.43081679884332;-1.6094379124341;-2.01490302054226;-2.70805020110221;NA;-1;-2;-3;0;16
"Chlamys simpsoni";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys swifti";-3.00815479355255;1.38629436111989;NA;NA;NA;1;NA;NA;1;16
"Chlamys tanassevitschi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chlamys tjaringinensis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Chlamys varia";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Chlamys vidali";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Chlorostoma quipua.1";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;16
"Chorus blainvillei";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Chorus grandis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cingula inusitata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Circe scripta.2";-3.88156379794344;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;16
"Circomphalus isabellina";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clanculus clanguloides";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clanculus corallinus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Clanculus verai";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clathrodrillia gatunensis.1";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Clathrodrillia gibbosa";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Clathrodrillia venusta.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Clausinella imbricata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavagella baccilum";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavatula calcarata.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavatula interrupta";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Clavatula romana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavatula ruida";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavatula rustica";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Clavus allionii";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Clementia papyracea.2";-2.7408400239252;0.847297860387204;1.25276296849537;0.559615787935423;NA;1;2;1;0;16
"Clinocardium californiense";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Clinocardium meekianum";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Clypeaster bowersi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Cochlespira miranda";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Cochlodesma complanatum";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Codakia orbicularis.2";-3.5368099404905;0;0.693147180559945;0.693147180559945;NA;0;1;1;0;16
"Colpophyllia natans.1";-3.46573590279973;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;16
"Columbella mercatoria";-4.17438726989563;0;NA;NA;NA;0;NA;NA;0;16
"Columbella platynema";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Comitas dimidiata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Comitas intermedia";-3.72569342723665;0;NA;NA;NA;0;NA;NA;1;16
"Compsodrillia torvita";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conasprella stenostoma.2";-3.72569342723665;0.693147180559945;0.693147180559945;0;NA;1;1;0;1;16
"Conasprelloides multiliratus.3";-3.00815479355255;0.693147180559945;0.693147180559945;0.287682072451781;0.693147180559945;1;1;0;1;16
"Conasprelloides planiliratus.2";-4.43081679884332;-1.38629436111989;0;-0.693147180559945;NA;-1;0;-1;1;16
"Concavus concavus.3";-3.88156379794344;-0.693147180559945;0;-1.09861228866811;0;-1;0;-1;0;16
"Conchocele bisecta.3";-4.43081679884332;-1.6094379124341;-1.20397280432594;-1.20397280432594;-0.798507696217772;-1;0;0;1;16
"Concholepas nodosa";-3.72569342723665;-0.405465108108164;NA;NA;NA;-1;NA;NA;1;16
"Conomitra caribbeana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conradostrea sculpturata";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Conus adversarius";-3.09104245335832;0.405465108108164;NA;NA;NA;1;NA;NA;0;16
"Conus anabathrum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Conus arcuatus";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Conus burckhardti.2";-3.72569342723665;-0.405465108108164;0.693147180559946;-0.405465108108164;NA;-1;0;-1;1;16
"Conus cacuminatus";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Conus catenatus.2";-4.43081679884332;0;0;0;NA;0;0;0;1;16
"Conus consobrinus.3";-3.72569342723665;0;0;-0.693147180559945;0.693147180559945;0;0;-1;1;16
"Conus delessertii";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Conus fergusoni";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;16
"Conus figulinus";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Conus granozonatus.2";-3.72569342723665;0.693147180559945;0;0.693147180559945;NA;1;0;1;1;16
"Conus imitator.3";-3.00815479355255;0.287682072451781;0.693147180559945;0.287682072451781;0.693147180559945;1;2;1;1;16
"Conus jaspideus";-3.88156379794344;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;16
"Conus litteratus.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus marginatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus marylandicus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Conus miamiensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus molis.3";-3.72569342723665;0.693147180559945;0;-0.405465108108164;0;1;0;-1;1;16
"Conus odengensis.1";-4.43081679884332;-0.693147180559945;-1.38629436111989;NA;NA;-1;-2;NA;1;16
"Conus patriceus";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Conus pelagicus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus perplexus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus ponterosus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus puncticulatus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Conus pyriformis";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Conus regularis";-3.72569342723665;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;16
"Conus spurius.2";-3.16758253048065;0.287682072451781;1.38629436111989;0.287682072451781;NA;1;2;1;0;16
"Conus yanuyanuensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Coralliophila bracteata.1";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Corbicula gerthi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Corbula disparilis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Corbula gibba.3";-4.99382817577987;-1.09861228866811;-1.09861228866811;-1.38629436111989;-1.38629436111989;-1;-1;-2;0;16
"Corbula heterogena";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Corbula puntagordensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Corbula sericea.2";-3.72569342723665;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;1;16
"Corbula socialis.2";-3.72569342723665;0.693147180559945;-0.916290731874155;0.693147180559945;NA;1;0;1;1;16
"Costaglycymeris subovata";-3.09104245335832;1.09861228866811;NA;NA;NA;1;NA;NA;0;16
"Crassadoma multistriata.3";-3.46573590279973;0.405465108108164;1.50407739677627;1.50407739677627;1.09861228866811;1;2;2;0;16
"Crassatella takanabensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassatellites undulatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;16
"Crassicardia crassidens";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;1;16
"Crassinella aduncata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassinella guppyi.2";-4.43081679884332;0;-0.693147180559945;-0.693147180559945;NA;0;-1;-1;1;16
"Crassinella midiensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira brocchii";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira calurii";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira geslini";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira pseudosigma";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira seiuncta";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassispira sejungenda";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassopleura maravignae";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassostrea columbiensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
"Crassostrea gryphoides.2";-4.43081679884332;0;0.693147180559945;0.693147180559945;NA;0;1;1;1;16
"Crassostrea virginica.2";-3.04452243772342;0;1.09861228866811;0.405465108108165;NA;0;1;0;0;16
"Crenella decussata.2";-3.16758253048065;0.22314355131421;0.916290731874155;0.510825623765991;NA;1;2;1;0;16
"Crepidula avirostra";-4.43081679884332;0;NA;NA;NA;0;NA;NA;1;16
