"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Cerithium glaphyrea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cerithium litteratum.1";-3.46573590279973;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Cerithium lutosum";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Cerithium vulgatum.4";-4.58496747867057;0;-0.693147180559945;-0.693147180559945;0;0;-1;-1;0;17
"Chama congregata.2";-3.16758253048065;0;0.510825623765991;1.20397280432594;NA;0;1;2;0;17
"Chama gardnerae";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Chama gryphoides.2";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Chama macerophylla.1";-2.7408400239252;1.6094379124341;0.51082562376599;NA;NA;1;0;NA;0;17
"Chama radians";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Chama sinuosa";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Chama striata";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Chamelea krigei.1";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Chamelea rogersi.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Chamelea schwarzi.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Characodoma contractum.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Charonia variegata.3";-4.21950770517611;0;0;0;0;0;0;0;1;17
"Chesapecten jeffersonius.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Chicoreus brevifrons.2";-3.88156379794344;0;0.693147180559945;NA;NA;0;1;NA;0;17
"Chicoreus floridanus";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Chione cancellata.3";-2.07944154167984;0.587786664902119;0.810930216216329;1.90954250488444;1.90954250488444;1;2;3;0;17
"Chione cortinaria";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Chione cribraria";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;17
"Chione elevata";-3.46573590279973;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Chione securis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Chione undatella.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Chlamys glabra";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Chlamys hastata";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Chlamys singaporinus";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Chlamys squamata";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;17
"Chlamys varia.1";-4.58496747867057;-1.09861228866811;-0.693147180559946;NA;NA;-1;0;NA;0;17
"Choromytilus chorus";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Chorus giganteus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Chrysodomus tabulatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cibicides pachyderma";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cigclisula porosa";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Ciliatocardium ciliatum";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Circe scripta.3";-3.88156379794344;0;0.693147180559945;0.693147180559945;0.693147180559945;0;1;1;0;17
"Circulus occidentalis";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Cirsotrema dalli";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cladocora caespitosa";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Clanculus corallinus.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Clanculus cruciatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Clanculus murrayi";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Clathrodrillia gibbosa.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Clausinella fasciata";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Clavatula cornelliana";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Clementia papyracea.3";-3.46573590279973;-0.693147180559945;0.154150679827259;0.559615787935423;-0.133531392624522;-1;0;1;0;17
"Clidiophora crassidens.1";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Codakia exasperata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Codakia orbicularis.3";-2.57587842799373;0.916290731874155;0.916290731874155;1.6094379124341;1.6094379124341;1;1;2;0;17
"Codakia tigerina";-3.16758253048065;0;NA;NA;NA;0;NA;NA;0;17
"Colpophyllia amaranthus";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Colpophyllia breviserialis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Colpophyllia natans.2";-3.16758253048065;0.287682072451781;0.693147180559945;1.38629436111989;NA;1;2;3;0;17
"Columbella major";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Columbella mercatoria.1";-2.7408400239252;1.38629436111989;1.38629436111989;NA;NA;1;1;NA;0;17
"Conasprella pseudorbignyi";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Concavus concavus.4";-4.58496747867057;-0.693147180559945;-1.38629436111989;-0.693147180559945;-1.79175946922805;-1;-2;-1;0;17
"Concholepas concholepas";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Conradostrea lawrencei";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Conradostrea sculpturata.1";-3.46573590279973;0;0.405465108108164;NA;NA;0;1;NA;0;17
"Conus adversarius.1";-3.09104245335832;0;0.405465108108164;NA;NA;0;1;NA;1;17
"Conus anabathrum.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Conus arcuatus.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Conus cacuminatus.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Conus delessertii.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Conus fergusoni.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Conus jaspideus.1";-3.16758253048065;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Conus largillierti";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Conus marylandicus.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;17
"Conus mozambicus";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Conus mus";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Conus regius";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Conus spurius.3";-3.88156379794344;-0.693147180559945;-0.405465108108164;0.693147180559946;-0.405465108108164;-1;0;1;0;17
"Conus sulcatus";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Conus waccamawensis";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Corbicula densata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Corbula gibba.4";-3.88156379794344;1.09861228866811;0;0;-0.287682072451781;1;0;0;0;17
"Corbula inaequalis.2";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;17
"Cosmotriphora dupliniana";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Costaglycymeris subovata.1";-4.21950770517611;-1.09861228866811;0;NA;NA;-1;0;NA;1;17
"Crassadoma multistriata.4";-4.58496747867057;-1.09861228866811;-0.693147180559946;0.405465108108164;0.405465108108164;-1;0;1;0;17
"Crassatellites undulatus.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Crassilabrum crassilabrum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Crassinella acuta";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Crassinella dupliniana";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Crassinella johnsoni";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Crassinella lunulata";-3.16758253048065;0;NA;NA;NA;0;NA;NA;0;17
"Crassispira pseudoprincipalis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Crassostrea virginica.3";-2.7408400239252;0.287682072451781;0.287682072451781;1.38629436111989;0.693147180559946;1;1;2;0;17
"Crenella decussata.3";-3.16758253048065;0;0.22314355131421;0.916290731874155;0.510825623765991;0;1;2;0;17
"Crepidula aesop";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Crepidula convexa";-3.16758253048065;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Crepidula fornicata.3";-2.7408400239252;0.287682072451781;1.38629436111989;NA;NA;1;2;NA;0;17
"Crepidula maculosa.2";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Crepidula plana.3";-2.7408400239252;0.510825623765991;1.6094379124341;NA;NA;1;2;NA;0;17
"Crepidula porcellana";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Crepidula princeps.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Crepidula radiata.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Crossata ventricosa.1";-3.16758253048065;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Crucibulum auricula.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Crucibulum imbricatum.1";-3.46573590279973;1.09861228866811;0.405465108108165;NA;NA;1;0;NA;0;17
"Crucibulum multilineatum.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;17
"Cryptomya californica.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Cryptonatica affinis.1";-2.9338568698359;0.693147180559945;1.38629436111989;NA;NA;1;2;NA;0;17
"Ctena galapagana.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Ctena orbiculata";-2.7408400239252;1.6094379124341;NA;NA;NA;1;NA;NA;0;17
"Culicia parasita.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cultellus cultellatus.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cumingia lamellosa";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;17
"Cumingia tellinoides";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Cupuladria biporosa.3";-4.58496747867057;0;0;0;-0.693147180559945;0;0;0;0;17
"Cupuladria canariensis.3";-4.21950770517611;-1.09861228866811;0;-0.693147180559945;0;-1;0;-1;1;17
"Curtitoma reticulata";-4.58496747867057;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Cyclinella tenuis.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Cyclocardia crebricostata.3";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cyclocardia granulata.1";-4.58496747867057;-1.09861228866811;0;NA;NA;-1;0;NA;0;17
"Cyclocardia scalaris.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cyclocardia velutinus.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Cyclocardia ventricosa";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Cycloseris cyclolites.1";-2.9338568698359;0.405465108108164;0.405465108108164;NA;NA;1;1;NA;0;17
"Cyclostremiscus bartschi";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Cyclostremiscus obliquestriatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cyclostremiscus pentagonus.1";-4.58496747867057;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;17
"Cylichna cylindracea.4";-4.58496747867057;0;0;0;0;0;0;0;0;17
"Cylichnella bidentata.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;17
"Cymatophos galerus";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Cymatosyrinx lunata";-3.09104245335832;0.405465108108164;NA;NA;NA;1;NA;NA;1;17
"Cymbaloporetta atlantica";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Cyphastrea chalcidicum.1";-3.88156379794344;-1.09861228866811;0;NA;NA;-1;0;NA;0;17
"Cyphastrea microphthalma.1";-3.88156379794344;0.405465108108164;-0.105360515657827;NA;NA;1;0;NA;0;17
"Cyphastrea serailia.1";-2.57587842799373;0.405465108108164;1.50407739677627;NA;NA;1;2;NA;0;17
"Cyrtodaria angusta.1";-4.58496747867057;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Cyrtodaria kurriana";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Dallocardia muricata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Decatopecten plica";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Dentalium attenuatum.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Dentimargo aureocinctus";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Dentimargo polyspira";-3.09104245335832;1.09861228866811;NA;NA;NA;1;NA;NA;1;17
"Dermomurex engonatus";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Dermomurex scalaroides.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Dichocoenia caloosahatcheensis";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Dichocoenia eminens";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Dichocoenia stellaris";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Dichocoenia stokesii.3";-2.9338568698359;1.38629436111989;1.38629436111989;0.693147180559945;1.38629436111989;1;1;0;0;17
"Dichocoenia tuberosa.2";-4.21950770517611;-1.09861228866811;0;-0.693147180559945;NA;-1;0;-1;1;17
"Didianema carolinae";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Digitaria digitaria.1";-3.51154543883102;0;0.693147180559945;NA;NA;0;1;NA;1;17
"Dinocardium parkinsoni";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Diodora cayenensis.1";-2.43141796483701;0.693147180559945;0.980829253011726;NA;NA;1;2;NA;0;17
"Diodora elevata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Diodora gibberula.1";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Diodora graeca";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Diodora meta.1";-3.51154543883102;0;0.693147180559945;NA;NA;0;1;NA;1;17
"Diodora nucula";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Diploastrea heliopora.2";-3.16758253048065;1.38629436111989;1.6094379124341;NA;NA;1;2;NA;0;17
"Diplodonta acclinis";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Diplodonta astartea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Diplodonta caloosaensis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Diplodonta nucleiformis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Diplodonta punctata";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Diplodonta semiaspera";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Diplodonta soror.1";-3.46573590279973;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;17
"Diploria labyrinthiformis.1";-2.9338568698359;0.510825623765991;0.916290731874155;NA;NA;1;2;NA;0;17
"Diploria sarasotana.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Diploria zambensis.2";-4.21950770517611;0;-0.693147180559945;0;NA;0;-1;0;1;17
"Dipsastraea favus.1";-3.46573590279973;0;-0.405465108108164;NA;NA;0;-1;NA;0;17
"Dipsastraea laxa";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Dipsastraea lizardensis";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Dipsastraea pallida.2";-2.43141796483701;0.559615787935423;1.25276296849537;1.94591014905531;NA;1;2;3;0;17
"Dipsastraea speciosa.1";-3.88156379794344;-0.405465108108164;0;NA;NA;-1;0;NA;0;17
"Distorsio clathrata.4";-4.58496747867057;-1.09861228866811;-1.32175583998232;-0.628608659422375;-0.628608659422375;-1;-2;-1;0;17
"Distorsio decussata.3";-3.88156379794344;-0.693147180559945;-1.09861228866811;1.11022302462516e-15;-0.693147180559944;-1;-2;-1;0;17
"Distorsio mcgintyi.4";-4.21950770517611;-1.09861228866811;-0.810930216216329;-0.117783035656384;-0.810930216216329;-1;0;1;1;17
"Distorsio reticulata.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Divalinga eburnea.1";-4.58496747867057;0;-0.693147180559945;NA;NA;0;-1;NA;0;17
"Divalinga quadrisulcata.3";-2.7408400239252;-0.510825623765991;1.09861228866811;1.09861228866811;0.405465108108164;-1;0;0;0;17
"Donax emmonsi.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Donax fossor.1";-3.46573590279973;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Donax variegatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Dosinia acetabulum.4";-4.21950770517611;-1.09861228866811;-0.693147180559946;-1.11022302462516e-15;-0.405465108108165;-1;0;1;1;17
"Dosinia amphidesmoides";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Dosinia concentrica.1";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Dosinia elegans";-3.46573590279973;0;NA;NA;NA;0;NA;NA;0;17
"Dosinia lupines.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Dosinia ponderosa.4";-4.21950770517611;-1.38629436111989;-1.09861228866811;-1.09861228866811;-1.09861228866811;-1;0;0;1;17
"Dosinia radiata.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Dosinia sicarisinus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Echinofulgur echinatum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Echinometra lucunter.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Elphidium crispum.4";-4.58496747867057;-0.693147180559945;0;-0.693147180559945;0;-1;0;-1;0;17
"Elphidium discoidale.1";-3.88156379794344;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Elphidium fimbriatulum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Elphidium mexicanum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Emarginula adriatica";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Emarginula fissura.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Emarginula rosea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Emarginula solidula.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Encope macrophora.1";-3.51154543883102;0.693147180559945;0;NA;NA;1;0;NA;1;17
"Ennucula tenuis";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Ensis complanatus";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Ensis directus.3";-3.46573590279973;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Ensis macha";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Ensitellops elongata";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Eontia ponderosa";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Epistominella vitrea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Epitonium candeanum.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Epitonium foliaceicostum.1";-3.51154543883102;0.693147180559945;1.38629436111989;NA;NA;1;2;NA;1;17
"Epitonium greenlandicum";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Epitonium helikum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Epitonium junceum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Epitonium lycocephalum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Epitonium pratti";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Erato maugeriae.1";-3.88156379794344;0;1.09861228866811;NA;NA;0;1;NA;0;17
"Ergaea walshi.1";-4.58496747867057;0;0.693147180559945;NA;NA;0;1;NA;0;17
"Erosaria erosa";-2.7408400239252;1.09861228866811;NA;NA;NA;1;NA;NA;0;17
"Erosaria helvola.2";-3.46573590279973;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Ervilia lata";-3.51154543883102;0;NA;NA;NA;0;NA;NA;1;17
"Ervilia nitens.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Erycina carolinensis";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Eucrassatella gibbosa";-4.58496747867057;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;17
"Eucrassatella speciosa.1";-3.88156379794344;0;0.693147180559945;NA;NA;0;1;NA;0;17
"Eupleura caudata.1";-2.9338568698359;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;17
"Eurytellina alternata.1";-3.46573590279973;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;17
"Eurytellina laplata.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Eurytellina nitens.1";-4.21950770517611;0;-0.693147180559945;NA;NA;0;-1;NA;1;17
"Eurytellina panamanensis.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Eurytellina punicea.4";-4.58496747867057;-0.693147180559945;-1.09861228866811;-1.09861228866811;-0.405465108108164;-1;-2;-2;0;17
"Eusmilia fastigiata";-3.16758253048065;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Euspira catena";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Euspira guamblinensis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Euspira helicina.1";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Euspira heros.2";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Euspira pallida.1";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Euvola raveneli";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Euvola vogdesi.1";-3.46573590279973;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Euvola ziczac.1";-3.88156379794344;0.693147180559945;0;NA;NA;1;0;NA;0;17
"Fasciolaria apicina";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;17
"Favartia macgintyi.2";-3.09104245335832;0.405465108108164;1.50407739677627;1.50407739677627;NA;1;2;2;1;17
"Favia fragum.2";-3.46573590279973;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;17
"Favites abdita.1";-2.9338568698359;0.22314355131421;0.733969175080201;NA;NA;1;2;NA;0;17
"Favites chinensis.1";-3.88156379794344;0;0;NA;NA;0;0;NA;0;17
"Favites complanata";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;17
"Favites pentagona.2";-3.88156379794344;0;0;0.693147180559945;NA;0;0;1;0;17
"Felaniella astartea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Ficus variegata";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Finella adamsi";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Fissurella glarea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Fissurella robusta";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Flabellipecten stearnsii.1";-4.58496747867057;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;0;17
"Flabellum pavoninum.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;1;17
"Flabellum rubrum.1";-4.58496747867057;1.38629436111989;2.07944154167983;NA;NA;1;2;NA;0;17
"Florimetis magnoliana";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Fungia fungites.2";-4.58496747867056;0.693147180559945;0.693147180559945;0.693147180559945;NA;1;1;1;0;17
"Fungia granulosa";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;17
"Fungia inaequicostata.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Fursenkoina pontoni";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Fusinus closter.1";-4.58496747867057;0;-0.693147180559945;NA;NA;0;-1;NA;0;17
"Fusinus exilis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Galaxea astreata.3";-3.16758253048065;0.287682072451781;0.575364144903562;NA;NA;1;2;NA;0;17
"Galaxea fascicularis.1";-2.9338568698359;1.38629436111989;NA;NA;NA;1;NA;NA;0;17
"Galeodea echinophora";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Gardineroseris planulata.1";-2.9338568698359;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;17
"Gari fervensis.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Gastrana laminosa.1";-4.21950770517611;-0.693147180559945;0;NA;NA;-1;0;NA;1;17
"Gastrochaena hians";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;1;17
"Gemelliporella glabra";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Gemma magna.1";-3.46573590279973;0;1.09861228866811;NA;NA;0;1;NA;0;17
"Gemmula congener";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Gemmula contigua.1";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Gemmula kieneri.2";-4.21950770517611;0;0;NA;NA;0;0;NA;1;17
"Gemmula speciosa.1";-3.51154543883102;0;0.693147180559945;NA;NA;0;1;NA;1;17
"Gemmula timorensis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Gibbula fanulum";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Gibbula magus.2";-4.58496747867057;0;-0.693147180559945;0;NA;0;-1;0;0;17
"Globigerina apertura";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
"Globigerina bulloides.2";-3.51154543883102;0.693147180559945;0;NA;NA;1;0;NA;1;17
"Globigerinoides ruber.1";-3.51154543883102;0;0.693147180559945;NA;NA;0;1;NA;1;17
"Globivenus rigida.1";-4.58496747867057;-0.693147180559945;0;NA;NA;-1;0;NA;0;17
"Gloripallium pallium.1";-4.21950770517611;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;17
"Glycymeris americana.1";-3.16758253048065;0;1.09861228866811;NA;NA;0;1;NA;0;17
"Glycymeris decussata.1";-3.46573590279973;0.693147180559945;-0.693147180559945;NA;NA;1;0;NA;0;17
"Glycymeris duplinensis.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;17
"Glycymeris glycymeris.2";-3.46573590279973;0;0;0;NA;0;0;0;0;17
"Glycymeris inaequalis";-4.21950770517611;0;NA;NA;NA;0;NA;NA;1;17
